iter	Logloss
0	0.6719176421
1	0.65332656422	0.633885718733	0.621328520644	0.608992615	05	0.595980666	06	0.584900187	7	0.5756773158	8	0.5672825249	9	0.560442881110	0.6332848349111	0.6298277637112	0.6267632294113	0.623780316
14	0.6208799054
15	0.6182211248
16	0.615879758
17	0.6135485065
18	0.6112750331
19	0.6093366704
20	0.6075047569
21	0.6058886063
22	0.6044705792
223	0.158038196324	0.6015555785
225	0.2478618077226	0.2435060822727	0.2411865042828	0.237768463229	0.2356897583030	0.2330412233131	0.2305026832	32	0.2287156333	33	0.2274181434	0.5912012666
3535	0.12849183436	0.5896022533
3337	0.1260020103338	0.124837124339	0.2161474119440	0.2151364981441	0.2135115035442	0.2125963586443	0.211300896444	0.2105241414545	0.20966654
46	0.2089390971
47	0.2077344984
48	0.2070362226
49	0.2064860062
50	0.2058012727
51	0.2050528288
52	0.2042237794
53	0.2036613245
54	0.2030006167
55	0.202225913
56	0.2016246223
57	0.2011051448
58	0.2004924975
59	0.2001736026
60	0.1997583152
61	0.1993026171
62	0.1987823386
63	0.1984520619
64	0.1980158512
65	0.1975895881
666	0.576038343
67	0.575780598
68	0.5755134272
69	0.5751566771
70	0.5748838306
71	0.5747213973
72	0.5743915751
73	0.5740982579774	0.5738352842
75	0.5735317755
76	0.5733106827
77	0.5730738674
78	0.5728434781
79	0.572654245
80	0.5724624699
81	0.5720970493
82	0.5717525432
83	0.5715490951
84	0.5712700009
85	0.5710999289
86	0.5708675925
87	0.5707085575
88	0.5704423677
89	0.5702236197
90	0.5700017858
91	0.5698037258
92	0.5695239058
93	0.5693750969
94	0.5691860629
95	0.5690117095
96	0.5688741028
97	0.5686439079
98	0.5684388519
99	0.568298823
100	0.5681397045
101	0.5679921145
102	0.5678056142
103	0.5676509323
104	0.5674363461
105	0.567352501
106	0.5671451063
107	0.5669103701
108	0.5667640326
109	0.5665565652
110	0.5664054596
111	0.5662941771
112	0.5660795683
113	0.5658945763
114	0.5657469743
115	0.5654814965
116	0.5653629966
117	0.565278558
118	0.5651674678
119	0.5650519551
120	0.5649226659
121	0.5646863155
122	0.5645086666
123	0.5643491886
124	0.5642453667
125	0.5640830771
126	0.5640308779
127	0.5637876915
128	0.5636201471
129	0.5635113783
130	0.5634292733
131	0.5632822126
132	0.5631544677
133	0.5629828218
134	0.5628410496
135	0.5626542284
136	0.5624686617
137	0.5623615012
138	0.5622266232
139	0.5621116834
140	0.5620023035
141	0.5618737649
142	0.561694854
143	0.5615278557
144	0.5613756759
145	0.561249954
146	0.5610598869
147	0.5609093877
148	0.5607571501
149	0.5606189198
150	0.5605173879
151	0.5604183012
152	0.560201958
153	0.5600093353
154	0.5598800111
155	0.5597574394
156	0.5596228555
157	0.5594652638
158	0.559380469
159	0.5591802105
160	0.5590125706
161	0.5589007204
162	0.5587610546
163	0.5586308814
164	0.5584791961
165	0.5583769251
166	0.5582556311
167	0.5581197247
168	0.5580434641
169	0.55794116
170	0.55777001
171	0.5576530606
172	0.5573943378
173	0.5572919868
174	0.5571965034
175	0.5570791972
176	0.5569182849
177	0.5567559215
178	0.5566325675
179	0.5564597842
180	0.5563812165
181	0.5562404687
182	0.5560672402
183	0.5558203905
184	0.5556615393
185	0.5554878669
186	0.5553859005
187	0.5552764572
188	0.5551546019
189	0.5550601699
190	0.5549513822
191	0.5548439036
192	0.5546899231
193	0.5545446362
194	0.554477621
195	0.5543812257
196	0.5542595429
197	0.5541080064
198	0.5539836884
199	0.5538408603
200	0.5537356153
201	0.5536181522
202	0.5535497338
203	0.5533905271
204	0.5532485088
205	0.5530782247
206	0.5529395084
207	0.552839253
208	0.5527369245
209	0.5526005387
210	0.5524484789
211	0.5524254544
212	0.5522812773
213	0.5521814342
214	0.5520696303
215	0.5519743188
216	0.5518633632
217	0.5517649623
218	0.5515851161
219	0.5515127267
220	0.551425644
221	0.5512726906
222	0.5510744885
223	0.5509394179
224	0.5508623318
225	0.5506790892
226	0.550599831
227	0.5504907897
228	0.5503769618
229	0.5503154468
230	0.5501332335
231	0.5500648341
232	0.5499396168
233	0.5498291909
234	0.5496587054
235	0.5494457953
236	0.5493312507
237	0.5492516665
238	0.5490670665
239	0.5489318705
240	0.5488471745
241	0.5487828156
242	0.5486538229
243	0.5485813298
244	0.5484771038
245	0.5483960132
246	0.5483032597
247	0.5481432568
248	0.5479859404
249	0.5477934543
250	0.5476540419
251	0.5475362786
252	0.54740956
253	0.5472427733
254	0.5471416853
255	0.5470874185
256	0.5469496435
257	0.5469013215
258	0.5467910147
259	0.5466155831
260	0.5464864614
261	0.5463664065
262	0.5462612269
263	0.5461247619
264	0.5459789289
265	0.5458742303
266	0.5457231174
267	0.5455355589
268	0.5454334845
269	0.5452429608
270	0.545122111
271	0.5449446796
272	0.5448635836
273	0.5447353786
274	0.5446685283
275	0.544537141
276	0.5443778888
277	0.5442431308
278	0.5440829356
279	0.5439196974
280	0.5437885814
281	0.5436962699
282	0.5435425392
283	0.5433858486
284	0.5432649107
285	0.5431788842
286	0.5430255592
287	0.5428950176
288	0.5427738246
289	0.5425665243
290	0.5423800611
291	0.5422842367
292	0.5421981829
293	0.5421174709
294	0.5419439312
295	0.5417749625
296	0.541534723
297	0.5413632828
298	0.5412274369
299	0.5410305266
300	0.5408678654
301	0.540754775
302	0.5406121873
303	0.5404510927
304	0.5402908619
305	0.5401001816
306	0.5399502532
307	0.5398077444
308	0.5396882211
309	0.539571996
310	0.5394312085
311	0.539313968
312	0.5391701915
313	0.5390158329
314	0.5388636335
315	0.5387903814
316	0.5386614687
317	0.5385817647
318	0.5384511295
319	0.538373276
320	0.5382186067
321	0.5381233425
322	0.5379727112
323	0.5378957185
324	0.5377032412
325	0.5376102411
326	0.5374514391
327	0.5373264356
328	0.5372425819
329	0.5370951167
330	0.5368707266
331	0.5367442864
332	0.5365786035
333	0.5364302963
334	0.5362779904
335	0.5361088776
336	0.5358899927
337	0.535724864
338	0.5355738288
339	0.5355081311
340	0.5353442573
341	0.5352086249
342	0.5351198656
343	0.5349485372
344	0.5348033961
345	0.5345749273
346	0.5344711507
347	0.5343210092
348	0.5341598799
349	0.533963926
350	0.5337571881
351	0.5336040877
352	0.5333913616
353	0.5332405289
354	0.5330331481
355	0.5329024151
356	0.5327417113
357	0.5326473248
358	0.5324953767
359	0.5323846711
360	0.5322712934
361	0.5321111688
362	0.5319479485
363	0.5318732187
364	0.5317879243
365	0.5316754985
366	0.5315626536
367	0.5314818016
368	0.5313539272
369	0.5311980045
370	0.5310881806
371	0.5309271965
372	0.5307544171
373	0.5305655371
374	0.5304207946
375	0.5303194274
376	0.5301843794
377	0.5300487753
378	0.5298726312
379	0.5296830957
380	0.5295255182
381	0.5293579023
382	0.5291497438
383	0.5290521045
384	0.5288623654
385	0.5287114973
386	0.5285766503
387	0.5284434006
388	0.5283419701
389	0.5282537122
390	0.5280137128
391	0.5278605889
392	0.5277401818
393	0.5276615746
394	0.5274873707
395	0.527304526
396	0.527159754
397	0.5269996475
398	0.526868301
399	0.5267363998
400	0.5265587781
401	0.5264496648
402	0.5263239605
403	0.5261515336
404	0.5260727532
405	0.5259247766
406	0.5257868559
407	0.5256871378
408	0.5255765953
409	0.5255669508
410	0.5254692582
411	0.5253759176
412	0.5252606724
413	0.5251435923
414	0.5249778314
415	0.5247830683
416	0.5246912485
417	0.5245407838
418	0.5244629489
419	0.5242888045
420	0.5241794625
421	0.5240549304
422	0.5239203645
423	0.5238099161
424	0.5236034308
425	0.5233964759
426	0.523179167
427	0.5230830199
428	0.5229476934
429	0.5228506011
430	0.5226523584
431	0.5225119605
432	0.5224200005
433	0.5222593161
434	0.5221498546
435	0.5219540963
436	0.521789433
437	0.5216174762
438	0.521482631
439	0.5213739726
440	0.5212231117
441	0.5211041345
442	0.5209152592
443	0.5207824658
444	0.5206601601
445	0.5204827612
446	0.520367871
447	0.5202562352
448	0.5201334949
449	0.5199386245
450	0.5198283002
451	0.5196651359
452	0.5195502519
453	0.5193874071
454	0.5191646741
455	0.5190518872
456	0.5188964877
457	0.5187732105
458	0.5186882182
459	0.5185578412
460	0.5184744696
461	0.5183911329
462	0.5182972951
463	0.518145214
464	0.5180123511
465	0.5178557132
466	0.5177129923
467	0.5176158837
468	0.517534866
469	0.5173886527
470	0.5172691374
471	0.5171449104
472	0.5169755566
473	0.5168496616
474	0.5166747542
475	0.5165761906
476	0.5164841247
477	0.5163159868
478	0.5161855071
479	0.5160016284
480	0.5159438432
481	0.515772135
482	0.5156874068
483	0.5155873087
484	0.5154423572
485	0.5153437009
486	0.5152069489
487	0.5150714094
488	0.5149267086
489	0.5148244836
490	0.5146768505
491	0.5145290775
492	0.5144153677
493	0.5142714274
494	0.5141546553
495	0.5140916414
496	0.5139116235
497	0.5138185788
498	0.5137349421
499	0.5135896264
500	0.5134652513
501	0.5132911422
502	0.5131810066
503	0.5130329623
504	0.5129530031
505	0.5127817827
506	0.5126293889
507	0.5124670436
508	0.5123596376
509	0.5121911737
510	0.5121065346
511	0.5119662898
512	0.5118259219
513	0.5116765975
514	0.511490386
515	0.5113778687
516	0.5112535896
517	0.5111286857
518	0.5110538952
519	0.5109516565
520	0.5108220201
521	0.5107140384
522	0.5106382906
523	0.5105384923
524	0.5104188064
525	0.5103919236
526	0.5102316256
527	0.5101245195
528	0.5100187047
529	0.5098450606
530	0.5097006984
531	0.5095548689
532	0.5094387512
533	0.5093331972
534	0.5092335294
535	0.509122987
536	0.5089367041
537	0.508794629
538	0.5087108091
539	0.5085686961
540	0.5084078597
541	0.5082400284
542	0.5081639727
543	0.5080385407
544	0.5078333143
545	0.5077298189
546	0.5076015219
547	0.5074130587
548	0.5072537803
549	0.5071070392
550	0.5070313683
551	0.5068880429
552	0.5067763879
553	0.5066537555
554	0.5065356327
555	0.5064087263
556	0.5062168367
557	0.5061744584
558	0.5060485196
559	0.5059036759
560	0.505793318
561	0.5057147872
562	0.5056094042
563	0.5054694322
564	0.5053841725
565	0.5052201682
566	0.5051146766
567	0.5050139428
568	0.5049210615
569	0.5048263666
570	0.5046887892
571	0.5046037833
572	0.5045844956
573	0.5044237963
574	0.5043431215
575	0.5041810874
576	0.5040119647
577	0.5038926299
578	0.5037364002
579	0.5036134146
580	0.5034712028
581	0.5032844503
582	0.5031974133
583	0.5030347511
584	0.5029531383
585	0.5028421551
586	0.5026859831
587	0.5025603382
588	0.5024580275
589	0.5023129599
590	0.5021809359
591	0.501995607
592	0.5018550702
593	0.5017176347
594	0.5016238354
595	0.5015052748
596	0.5013634511
597	0.501223184
598	0.5011165806
599	0.5009602747
600	0.5008245573
601	0.5007359287
602	0.5005881198
603	0.5004109045
604	0.5002453198
605	0.5001613215
606	0.5000527695
607	0.499977627
608	0.4998657993
609	0.4997918328
610	0.4996383084
611	0.4995072485
612	0.4993556021
613	0.4992864988
614	0.4992227228
615	0.4991653671
616	0.4990558832
617	0.4990524934
618	0.498926356
619	0.4987968696
620	0.4986914518
621	0.4985771435
622	0.4985741667
623	0.4985130203
624	0.4984747646
625	0.4983381151
626	0.4981667565
627	0.4979877254
628	0.4978604963
629	0.4977793589
630	0.4976165113
631	0.4975142595
632	0.4973835063
633	0.4973290437
634	0.4971327034
635	0.4970220697
636	0.4969080271
637	0.4967919376
638	0.4967185395
639	0.4965943932
640	0.4964681452
641	0.4963734998
642	0.4961791097
643	0.496030616
644	0.4959229698
645	0.4957693013
646	0.4956855143
647	0.4956206801
648	0.4954893307
649	0.4953386942
650	0.4952136976
651	0.4950847199
652	0.4949650122
653	0.4948714159
654	0.4947316221
655	0.4946387499
656	0.4944788861
657	0.4943448107
658	0.4942766188
659	0.4941562746
660	0.4941518831
661	0.4940404931
662	0.4939276874
663	0.4937954803
664	0.4936646746
665	0.4935215752
666	0.4935027405
667	0.4934410551
668	0.4933219748
669	0.493235655
670	0.4931558878
671	0.4930746312
672	0.4930096394
673	0.4929314336
674	0.4928432369
675	0.4927295514
676	0.4926078314
677	0.4924693696
678	0.4923446765
679	0.4922343136
680	0.4921200506
681	0.4920061268
682	0.4918410452
683	0.4917463754
684	0.491638872
685	0.4915294907
686	0.491341671
687	0.4912591405
688	0.491152727
689	0.4910746046
690	0.4909470264
691	0.4907811458
692	0.4906607619
693	0.4905908556
694	0.4905273397
695	0.4904189357
696	0.4903396144
697	0.4902133399
698	0.4901293438
699	0.4899807599
700	0.489821658
701	0.4897179387
702	0.4896137306
703	0.4895076388
704	0.4894399436
705	0.4893568259
706	0.4892725013
707	0.4891956345
708	0.4890578032
709	0.4888851934
710	0.4887771443
711	0.4886967254
712	0.4885732851
713	0.4884881583
714	0.4883452472
715	0.4882129624
716	0.4881267049
717	0.4880106566
718	0.4879099905
719	0.4878126379
720	0.4876798848
721	0.487677163
722	0.4875967377
723	0.4874884753
724	0.4874241038
725	0.4872642487
726	0.4871775822
727	0.4871140078
728	0.4870117645
729	0.4869071796
730	0.4868111765
731	0.4866364903
732	0.4864884056
733	0.4864257152
734	0.4863160736
735	0.4862013218
736	0.4860793339
737	0.485999666
738	0.4859818642
739	0.4858338378
740	0.485737023
741	0.4856745716
742	0.4855772687
743	0.4854415131
744	0.4853105088
745	0.4851906395
746	0.4851216155
747	0.4850172612
748	0.484947801
749	0.4848318419
750	0.4847676755
751	0.4846398981
752	0.4845621725
753	0.4844604728
754	0.4843665566
755	0.4842253512
756	0.4841246611
757	0.4839947326
758	0.483848284
759	0.4837880624
760	0.4836541898
761	0.4835858176
762	0.4835012734
763	0.4833971291
764	0.4833302259
765	0.4832382881
766	0.4831502932
767	0.482998189
768	0.4829063703
769	0.482839322
770	0.482669361
771	0.4825971107
772	0.4824554638
773	0.482330478
774	0.482174807
775	0.4820962161
776	0.4819992809
777	0.4819030747
778	0.4818365586
779	0.4817266967
780	0.4816115575
781	0.4815098787
782	0.4814627504
783	0.4813820203
784	0.4813056836
785	0.4812524068
786	0.4811841249
787	0.4811025808
788	0.481082684
789	0.481079462
790	0.4810051916
791	0.4808887374
792	0.4808063756
793	0.4806478812
794	0.4805472878
795	0.4804559584
796	0.4803974238
797	0.4802251582
798	0.4801214972
799	0.4800479428
800	0.479889935
801	0.4797516373
802	0.4796531123
803	0.4795311324
804	0.4794303753
805	0.4793138148
806	0.4791917951
807	0.4790626254
808	0.4789787752
809	0.4788296775
810	0.478685559
811	0.4785620796
812	0.4784952272
813	0.4784342257
814	0.4783419804
815	0.4782425658
816	0.4781324467
817	0.4780073088
818	0.477938425
819	0.477830296
820	0.4777128276
821	0.4777108549
822	0.4775475779
823	0.4774582323
824	0.4773145649
825	0.4772725684
826	0.4771843824
827	0.4771087992
828	0.4769828025
829	0.4769138361
830	0.4768119997
831	0.4766787542
832	0.4765838042
833	0.4764744063
834	0.4763863493
835	0.4762714062
836	0.4761882061
837	0.4760798226
838	0.475962426
839	0.475868983
840	0.4758176419
841	0.4756563615
842	0.4756498563
843	0.475560664
844	0.4754920097
845	0.4753861832
846	0.4752422963
847	0.4751687884
848	0.4750429747
849	0.4749367612
850	0.4747844734
851	0.4746677589
852	0.4745286061
853	0.4743140605
854	0.4741789498
855	0.4740817316
856	0.4739487688
857	0.4738884617
858	0.4737751523
859	0.4737195678
860	0.4736325417
861	0.4735320529
862	0.4733569378
863	0.4732511376
864	0.4731526274
865	0.473004467
866	0.4729452682
867	0.4728527018
868	0.4727010642
869	0.4726727029
870	0.4725459838
871	0.472442286
872	0.4723247419
873	0.4722355914
874	0.4721638515
875	0.4720603634
876	0.4719677078
877	0.4718226021
878	0.4717394712
879	0.4716145166
880	0.4714611931
881	0.4713455346
882	0.4712680663
883	0.4712064075
884	0.4711438019
885	0.4710268848
886	0.4709678661
887	0.4708400099
888	0.4707044119
889	0.4706337154
890	0.4704485388
891	0.4703351739
892	0.4702557014
893	0.4702036444
894	0.4700433893
895	0.4699835842
896	0.4698104697
897	0.4697044208
898	0.469600214
899	0.4695008813
900	0.4694420541
901	0.4692604302
902	0.4691704689
903	0.4690237339
904	0.4688961863
905	0.4688886067
906	0.4687873623
907	0.4687011784
908	0.4685632813
909	0.4684651492
910	0.4682828264
911	0.468181009
912	0.4681648259
913	0.4680320423
914	0.4679363694
915	0.4678612859
916	0.4677689446
917	0.4676549102
918	0.4675389308
919	0.4674608044
920	0.4673808322
921	0.4672174893
922	0.4671492387
923	0.4671349291
924	0.4670229612
925	0.4668948131
926	0.4667758581
927	0.4666502968
928	0.4665478157
929	0.4664638051
930	0.4664194067
931	0.4663339744
932	0.4662072678
933	0.4660783673
934	0.4660176174
935	0.465961394
936	0.4658828768
937	0.4657582573
938	0.4656471692
939	0.4655734321
940	0.4655058686
941	0.4653860146
942	0.4652358404
943	0.4651381694
944	0.4650531621
945	0.4649241956
946	0.4648421466
947	0.4647546008
948	0.4646167702
949	0.4645175421
950	0.4644617491
951	0.4643723731
952	0.4643077658
953	0.4642149879
954	0.4641376788
955	0.4640020306
956	0.4639457879
957	0.463803292
958	0.463693419
959	0.4636026652
960	0.4634719257
961	0.4633567805
962	0.4632517791
963	0.4631287249
964	0.4629937684
965	0.4629107367
966	0.4627934403
967	0.4626798954
968	0.4625459271
969	0.4624328871
970	0.4623330486
971	0.4622159719
972	0.4620830624
973	0.4619586518
974	0.4618900872
975	0.4617892063
976	0.461678959
977	0.4615811023
978	0.4614644696
979	0.4613599083
980	0.4612847649
981	0.4612499839
982	0.461080184
983	0.4609963226
984	0.4609282723
985	0.4608051036
986	0.4607069202
987	0.460615811
988	0.4605214701
989	0.4604207723
990	0.4602665851
991	0.460146608
992	0.4600667483
993	0.4600220729
994	0.4599559266
995	0.4597782952
996	0.4596810653
997	0.4596095244
998	0.4595103515
999	0.4594370425
4507
953	0.04785065945
954	0.04783810058
955	0.04780059574
956	0.04777876233
957	0.04774678338
958	0.04770899138
959	0.04765978316
960	0.04764167315
961	0.04761169717
962	0.04757895772
963	0.04754173199
964	0.04750740859
965	0.04748504907
966	0.04744959526
967	0.04738026904
968	0.04736546021
969	0.04733983636
970	0.04733210143
971	0.04730124475
972	0.04723294992
973	0.04719219566
974	0.04715975197
975	0.04713397313
976	0.0471027574
977	0.04703738134
978	0.04701458003
979	0.04697578588
980	0.04695480972
981	0.04692727708
982	0.04688161424
983	0.04685201045
984	0.04681477889
985	0.04678192257
986	0.04675580283
987	0.04669821493
988	0.0466627483
989	0.04663231009
990	0.0465852736
991	0.0465428459
992	0.04649974789
993	0.04647098402
994	0.04643430557
995	0.04638749547
996	0.04634373704
997	0.04632728626
998	0.04627953159
999	0.04624704445

5383406433
972	0.005376276442
973	0.005371708669
974	0.005356936128
975	0.005350718953
976	0.00534652163
977	0.00533543622
978	0.00531986697
979	0.005312289184
980	0.00531050166
981	0.005298959638
982	0.005288399185
983	0.00527804686
984	0.005271702205
985	0.005264018503
986	0.005260036956
987	0.005250309157
988	0.005243398401
989	0.005232655235
990	0.005231992607
991	0.005222504634
992	0.005218806287
993	0.005205043398
994	0.005194921694
995	0.005187008626
996	0.00517857979
997	0.00517278196
998	0.005165860662
999	0.005155959003
